"HGNC.symbol","MGI.symbol"
"POLE4","Pole4"
"NPHS2","Nphs2"
"RNU7-81P","Rnu7"
"PRPF38A","Prpf38a"
"SEPHS1","Sephs1"
"GPRASP2","Gprasp2"
"KAT6A","Kat6a"
"ANKMY2","Ankmy2"
"SLC35B3","Slc35b3"
"MRI1","Mri1"
"SLC6A6","Slc6a6"
"RNU1-51P","Gm23738"
"EEF1AKMT3","Eef1akmt3"
"CEMIP","Cemip"
"WDR31","Wdr31"
"POLE3","Pole3"
"CAV1","Cav1"
"PNMA8B","Pnmal2"
"CDH12","Cdh12"
"CYB561D2","Cyb561d2"
"RNU6-311P","Gm24400"
"RGS7BP","Rgs7bp"
"ETS2","Ets2"
"CACNA1F","Cacna1f"
"ANGPT2","Angpt2"
"GPR15","Gpr15"
"OR2D2","Olfr715b"
"OR2D2","Olfr715"
"LRIG3","Lrig3"
"LMNTD1","Lmntd1"
"SH3BP2","Sh3bp2"
"MRPL40","Mrpl40"
"IPO11","Ipo11"
"DDX18","Ddx18"
"FBXL17","Fbxl17"
"UBE3D","Ube2cbp"
"OSTM1","Ostm1"
"ABCB5","Abcb5"
"FOXC2","Foxc2"
"KIF22","Kif22"
"ESYT2","Esyt2"
"LY6G6F","Ly6g6f"
"EHD2","Ehd2"
"YAF2","Yaf2"
"NIPAL1","Nipal1"
"MIR216A","Mir216a"
"ZNF236","Zfp236"
"BEX3","Bex3"
"DAP","Dap"
"AKNA","Akna"
"DYNAP","Gm36255"
"GADD45G","Gadd45g"
"MAPK4","Mapk4"
"JAKMIP2","Jakmip2"
"TRAPPC9","Trappc9"
"SPACA9","Spaca9"
"SNORD28","Gm24453"
"ZDHHC16","Zdhhc16"
"NOCT","Noct"
"GIMAP1-GIMAP5","Gimap5"
"GIMAP1-GIMAP5","Gimap3"
"UHRF1","Uhrf1"
"STX6","Stx6"
"BSCL2","Bscl2"
"NEU1","Neu1"
"BAG6","Bag6"
"ASXL1","Asxl1"
"FAM163B","Fam163b"
"SCML4","Scml4"
"GOPC","Gopc"
"CAST","Cast"
"GPR151","Gpr151"
"ME1","Me1"
"SHC3","Shc3"
"SNORD19B","Gm24916"
"AMDHD1","Amdhd1"
"RHBDD1","Rhbdd1"
"SEMA4D","Sema4d"
"KIAA1109","4932438A13Rik"
"ST8SIA5","St8sia5"
"KRTAP13-1","Krtap13-1"
"RADX","Radx"
"PC","Pcx"
"DEFB132","Defb22"
"DEFB132","Defb34"
"DEFB132","Defb15"
"PNPLA8","Pnpla8"
"GPR108","Gpr108"
"PLA2G12A","Pla2g12a"
"PLAC1","Plac1"
"OR8G2P","Olfr971"
"OR8G2P","Olfr229"
"GTF3C5","Gtf3c5"
"MED9","Med9"
"CCM2L","Ccm2l"
"ASNSD1","Gm28551"
"ASNSD1","Asnsd1"
"MYLK4","Mylk4"
"TRIM43","Trim43a"
"TRIM43","Trim43c"
"TRIM43","Trim43b"
"N6AMT1","N6amt1"
"FAM50B","Fam50b"
"FPGT-TNNI3K","Tnni3k"
"POLN","Poln"
"TMEM216","Tmem216"
"TSPYL5","Tspyl5"
"TENT4B","Tent4b"
"SERPINA2","Serpina1f"
"GHDC","Ghdc"
"CTSS","Ctss"
"GALNTL6","Galntl6"
"UTP14A","Utp14a"
"DOCK9","Dock9"
"GANAB","Ganab"
"C2orf88","1700019D03Rik"
"MAP6D1","Map6d1"
"BMT2","Bmt2"
"ASB5","Asb5"
"FAM76B","Fam76b"
"SYT3","Syt3"
"INPP1","Inpp1"
"DCP1A","Dcp1a"
"GPRIN1","Gprin1"
"DPCD","Gm17018"
"CT45A5","Gm648"
"PRX","Prx"
"DDX19A","Ddx19a"
"SNORA24B","Gm24172"
"SNORA24B","Gm23012"
"SNORD25","Gm25855"
"MOSPD1","Mospd1"
"ERVFRD-1","Synb"
"ERVFRD-1","Gm27179"
"SEPHS2","Sephs2"
"SNX33","Snx33"
"RASD1","Rasd1"
"NAA30","Naa30"
"RPL35","Gm2000"
"TPTE","Tpte"
"C12orf71","1700034J05Rik"
"ANO6","Ano6"
"CCDC6","Ccdc6"
"SFXN1","Sfxn1"
"DRD1","Drd1"
"MYLPF","Mylpf"
"NUTM2A","Nutm2"
"STUM","Stum"
"MON1A","Mon1a"
"ZDHHC8","Zdhhc8"
"MFAP3L","Mfap3l"
"KLHL8","Klhl8"
"CXXC1","Cxxc1"
"CA6","Car6"
"TTC8","Ttc8"
"ACAT1","Acat1"
"SBF1","Sbf1"
"C8orf89","4930444P10Rik"
"NECAB2","Necab2"
"SKA1","Ska1"
"FCHSD1","Fchsd1"
"GIT1","Git1"
"RWDD2B","Rwdd2b"
"OR4D5","Olfr984"
"ATPSCKMT","Atpsckmt"
"PRPF18","Prpf18"
"ATP2C2","Atp2c2"
"SLC6A4","Slc6a4"
"NEK1","Nek1"
"SCARNA12","Gm23547"
"TRAF7","Traf7"
"PSMD9","Psmd9"
"UBE2O","Ube2o"
"OR5K3","Olfr175"
"OR5K3","Olfr177"
"OR5K3","Olfr195"
"HAP1","Hap1"
"MIR302D","Mir302d"
"HTATSF1","Htatsf1"
"CLTB","Cltb"
"QPRT","Qprt"
"DEFB134","Defb22"
"DEFB134","Defb34"
"DEFB134","Defb15"
"PTCD3","Ptcd3"
"GSDMA","Gsdma3"
"GSDMA","Gsdma2"
"C11orf97","1700012B09Rik"
"WHRN","Whrn"
"VEGFC","Vegfc"
"CFAP300","Cfap300"
"FAM90A17P","Fam90a1a"
"IGHV4-59","Ighv3-1"
"IGHV4-59","Ighv3-3"
"IGHV4-59","Ighv3-4"
"IGHV4-59","Ighv3-5"
"IGHV4-59","Ighv3-6"
"IGHV4-59","Ighv3-8"
"IGHV4-59","Ighv12-3"
"GLG1","Glg1"
"AP1AR","Ap1ar"
"SNORD26","Gm25894"
"TBX1","Tbx1"
"POFUT1","Pofut1"
"ECE2","Gm49333"
"ECE2","Ece2"
"APEX1","Apex1"
"MARCOL","Gm37797"
"DHX29","Dhx29"
"ATP5IF1","Atpif1"
"CALM1","Calm1"
"THAP3","Thap3"
"GNAI2","Gnai2"
"SMAD2","Smad2"
"NVL","Nvl"
"HBP1","Hbp1"
"MICOS13","Micos13"
"CTRB1","Ctrb1"
"CCAR2","Ccar2"
"UBAC2","Ubac2"
"HLA-DRA","H2-Ea"
"RPLP2","Rplp2-ps1"
"LAPTM5","Laptm5"
"HSBP1L1","Hsbp1l1"
"KTN1","Ktn1"
"TERF1","Terf1"
"SLC2A5","Slc2a5"
"PCDHA11","Pcdha11"
"NR2E1","Nr2e1"
"ANP32E","Anp32e"
"SYT10","Syt10"
"FAM181A","Fam181a"
"MAGOH","Magoh"
"PLCE1","Plce1"
"RASA3","Rasa3"
"XPO7","Xpo7"
"ZNF202","Zfp202"
"NRXN2","Nrxn2"
"ADGRE1","Adgre1"
"LRRC40","Lrrc40"
"SETDB1","Setdb1"
"TBC1D30","Tbc1d30"
"VAMP1","Vamp1"
"TP53I13","Trp53i13"
"NDUFA11","Ndufa11"
"ARHGAP12","Arhgap12"
"IRAK1","Irak1"
"SH3RF1","Sh3rf1"
"C19orf53","D8Ertd738e"
"TEX28","Tex28"
"RNU6-740P","Gm22675"
"BMP6","Bmp6"
"PSCA","Psca"
"DEFB128","Defb20"
"RNU6-1123P","Gm25039"
"RIPK4","Ripk4"
"CNTN5","Cntn5"
"FAM90A23P","Fam90a1a"
"PARP1","Parp1"
"ZNF775","Zfp386"
"CCNH","Ccnh"
"MYO5B","Myo5b"
"PLXNB2","Plxnb2"
"TMED3","Tmed3"
"SERPINA6","Serpina6"
"GEMIN4","Gemin4"
"LCA5L","Lca5l"
"FAM110C","Fam110c"
"HAGH","Hagh"
"RWDD2A","Rwdd2a"
"TWIST1","Twist1"
"WDR89","Wdr89"
"ZNF449","Zfp449"
"ODF3B","Odf3b"
"MAP3K6","Map3k6"
"IL9R","Il9r"
"KIF5A","Kif5a"
"KIR3DL3","Kir3dl2"
"KIR3DL3","Kir3dl1"
"IL34","Il34"
"ADD1","Add1"
"ADAMTS5","Adamts5"
"COPRS","Coprs"
"TPCN2","Tpcn2"
"NET1","Net1"
"PABIR2","Fam122b"
"TCF4","Tcf4"
"SNORD66","Snord66"
"SLC20A2","Slc20a2"
"RNU6-268P","Gm24393"
"ZP1","Zp1"
"SPSB3","Spsb3"
"FRAT1","Frat1"
"MAGIX","Magix"
"TRIP11","Trip11"
"ATF6B","Atf6b"
"FEM1A","Fem1al"
"POLR2G","Polr2g"
"SCAF11","Scaf11"
"APBB1","Apbb1"
"ZNF627","Gm20422"
"SPINDOC","Spindoc"
"RNU6-377P","Gm24381"
"SFRP2","Sfrp2"
"RDH10","Rdh10"
"RPE65","Rpe65"
"MEIOB","Meiob"
"UBE2W","Ube2w"
"CD4","Cd4"
"MLST8","Mlst8"
"ARL6","Arl6"
"RNU1-115P","Gm22283"
"MYO1B","Myo1b"
"SELENOW","Selenow"
"FKRP","Fkrp"
"GPR85","Gpr85"
"ZNF598","Zfp598"
"TCP11X2","Tcp11x2"
"POLR2K","Polr2k"
"SLC34A1","Slc34a1"
"CRX","Crx"
"FKBP10","Fkbp10"
"LCP2","Lcp2"
"CENPK","Cenpk"
"SDC2","Sdc2"
"SCN9A","Scn9a"
"OPN1MW3","Opn1mw"
"OR8D4","Olfr985"
"IRAK4","Irak4"
"OSGIN1","Osgin1"
"CSTF2","Cstf2"
"STC1","Stc1"
"NQO2","Nqo2"
"ZIC2","Zic2"
"YIPF5","Yipf5"
"OR4K5","Olfr729"
"CDC16","Cdc16"
"MUSTN1","Mustn1"
"TTC7B","Ttc7b"
"SLC9A6","Slc9a6"
"TRA2A","Tra2a"
"ABCB4","Abcb4"
"SIX4","Six4"
"ZFAND6","Zfand6"
"HPGD","Hpgd"
"EFCAB11","Efcab11"
"KHSRP","Khsrp"
"SNORA80A","Gm23300"
"AP3M2","Ap3m2"
"NCAPH2","Ncaph2"
"SRSF11","Srsf11"
"PPP4R1","Ppp4r1"
"MALSU1","Malsu1"
"DEFA4","AY761185"
"DEFA4","Defa21"
"DEFA4","Defa23"
"DEFA4","Defa35"
"DEFA4","Defa25"
"DEFA4","Defa38"
"DEFA4","Defa30"
"DEFA4","Defa22"
"DEFA4","Defa31"
"DEFA4","Defa41"
"DEFA4","Defa40"
"DEFA4","Defa3"
"DEFA4","Defa5"
"DEFA4","Defa27"
"DEFA4","Defa29"
"DEFA4","Defa2"
"DEFA4","Defa33"
"DEFA4","Defa36"
"DEFA4","Defa42"
"DEFA4","Defa20"
"DEFA4","Defa32"
"DEFA4","Defa37"
"DEFA4","Defa28"
"DEFA4","Defa43"
"DEFA4","Defa26"
"DEFA4","Defa17"
"DEFA4","Defa34"
"DEFA4","Defa39"
"DEFA4","Defa24"
"PCDHGA9","Pcdhga9"
"OR5H2","Olfr183"
"OR5H2","Olfr186"
"OR5H2","Olfr187"
"OR5H2","Olfr190"
"OR5H2","Olfr191"
"OR5H2","Olfr193"
"OR5H2","Olfr196"
"OR5H2","Olfr197"
"IREB2","Ireb2"
"PRPF19","Prpf19"
"POLR1A","Polr1a"
"MRPS35","Mrps35"
"CRYBG3","Crybg3"
"KRT12","Krt12"
"ENDOD1","Endod1"
"TMF1","Tmf1"
"RNU6-519P","Gm23545"
"MIR450A1","Mir450-1"
"GPR183","Gpr183"
"RWDD4","Rwdd4a"
"ABHD12B","Abhd12b"
"SNORA12","Gm24336"
"IL31RA","Il31ra"
"DGLUCY","Dglucy"
"ENSA","Ensa"
"OR4N4","Olfr732"
"OR4N4","Olfr733"
"BACH1","Bach1"
"TRIM43B","Trim43a"
"TRIM43B","Trim43c"
"TRIM43B","Trim43b"
"TEX13B","Tex13a"
"TBC1D8B","Tbc1d8b"
"RNF5","Rnf5"
"HCFC1","Hcfc1"
"RPAP3","Rpap3"
"PCDHGB1","Pcdhgb1"
"GTF3C6","Gtf3c6"
"ACOT9","Acot10"
"ACOT9","Acot9"
"ZYG11A","Zyg11a"
"KRBA1","Krba1"
"SH2D6","Sh2d6"
"HCK","Hck"
"NAB1","Nab1"
"DCLRE1C","Dclre1c"
"TMEM218","Tmem218"
"PPP4R3B","Ppp4r3b"
"ARID2","Arid2"
"NPW","Npw"
"NUTM2D","Nutm2"
"MTMR2","Mtmr2"
"PPP1R3C","Ppp1r3c"
"ALG11","Alg11"
"C19orf67","1700067K01Rik"
"TRIP10","Trip10"
"ZNF423","Zfp423"
"NRGN","Nrgn"
"ADAT1","Adat1"
"LPAR5","Lpar5"
"FAM217B","Fam217b"
"MRPL17","Mrpl17"
"IGF2BP3","Igf2bp3"
"SNCB","Sncb"
"RNF207","Rnf207"
"PCDHB4","Pcdhb5"
"PCDHB4","Pcdhb7"
"PCDHB4","Pcdhb9"
"SEMA4F","Sema4f"
"MLF2","Mlf2"
"LRIG1","Lrig1"
"NUDT7","Nudt7"
"BLOC1S5-TXNDC5","Bloc1s5"
"FNBP1L","Fnbp1l"
"PSEN2","Psen2"
"CSMD3","Csmd3"
"BNIPL","Bnipl"
"TUBB2B","Tubb2b"
"UBL4A","Ubl4a"
"PIK3CG","Pik3cg"
"ACSBG1","Acsbg1"
"NT5C3B","Nt5c3b"
"FAT4","Fat4"
"C12orf57","Grcc10"
"CCDC9","Ccdc9"
"MIR218-2","Mir218-2"
"SNORA73A","Gm22053"
"SNORA73A","Snora73b"
"SNORA73A","Snora73a"
"CATSPERD","Catsperd"
"MIR30D","Mir30d"
"MGARP","Mgarp"
"THEMIS2","Themis2"
"WBP2","Wbp2"
"NDUFA4","Ndufa4"
"RTN1","Rtn1"
"OR4A16","Olfr1240"
"OR4A16","Olfr1241"
"OR4A16","Olfr1242"
"OR4A16","Olfr1243"
"OR4A16","Olfr1245"
"OR4A16","Olfr1247"
"OR4A16","Olfr1248"
"OR4A16","Olfr1250"
"OR4A16","Olfr1252"
"OR4A16","Olfr1254"
"ODAD4","Odad4"
"KRT32","Krt32"
"MIR30B","Mir30b"
"MED18","Med18"
"OR14A2","Olfr307"
"OR14A2","Olfr305"
"OR14A2","Olfr304"
"OR14A2","Olfr298"
"OR14A2","Olfr294"
"ADAMTS6","Adamts6"
"PAGR1","Pagr1b"
"PAGR1","Pagr1a"
"PAGR1","Gm42742"
"MCEE","Mcee"
"BRI3","Bri3"
"MARVELD1","Marveld1"
"OR5H15","Olfr183"
"OR5H15","Olfr186"
"OR5H15","Olfr187"
"OR5H15","Olfr190"
"OR5H15","Olfr191"
"OR5H15","Olfr193"
"OR5H15","Olfr196"
"OR5H15","Olfr197"
"ROBO2","Robo2"
"COG5","Cog5"
"ARNTL2","Arntl2"
"HSPA4L","Hspa4l"
"TMEM37","Tmem37"
"KLF8","Klf8"
"MPP6","Mpp6"
"TDP1","Tdp1"
"FOXC1","Foxc1"
"FBF1","Fbf1"
"GNAT1","Gnat1"
"ZNF532","Zfp532"
"SUV39H2","Suv39h2"
"ZNF746","Zfp746"
"QRSL1","Qrsl1"
"ELAC1","Elac1"
"TAPBPL","Tapbpl"
"PJA2","Pja2"
"SGO2","Sgo2b"
"SNORA16A","Snora16a"
"GLMN","Glmn"
"RNU6-697P","Gm25039"
"MIR1-1","Mir1a-1"
"WDR61","Wdr61"
"LRRC61","Lrrc61"
"RCOR2","Rcor2"
"GPR22","Gpr22"
"BVES","Bves"
"TC2N","Tc2n"
"RNU6-1227P","Gm24686"
"NELFA","Nelfa"
"EXOC5","Exoc5"
"OR2AG2","Olfr701"
"OR2AG2","Olfr706"
"CAB39","Cab39"
"GOLGA5","Golga5"
"SLC35G1","Slc35g1"
"L3MBTL4","L3mbtl4"
"CASP6","Casp6"
"HS3ST6","Hs3st6"
"STK3","Stk3"
"GTF3C4","Gtf3c4"
"NDUFB10","Ndufb10"
"FTH1","Fth1"
"CCDC130","Ccdc130"
"TMEM87A","Tmem87a"
"SHISAL2A","Shisal2a"
"CCKBR","Cckbr"
"LINS1","Lins1"
"CERS6","Cers6"
"SLC2A13","Slc2a13"
"LY86","Ly86"
"SLC38A1","Slc38a1"
"MIR450B","Mir450b"
"HACE1","Hace1"
"PRELID3A","Prelid3a"
"ARHGAP26","Arhgap26"
"TMEM135","Tmem135"
"C16orf46","1700030J22Rik"
"OR10D3","Olfr958"
"LZTS1","Lzts1"
"ANKRD35","Ankrd35"
"LRRN3","Lrrn3"
"FBXO31","Fbxo31"
"BCAT1","Bcat1"
"ARC","Arc"
"OR4K1","Olfr728"
"ENDOU","Endou"
"LVRN","Lvrn"
"OR10AD1","Olfr288"
"OR10AD1","Gm44579"
"OR10AD1","Olfr287"
"OR10AD1","Olfr286"
"SNRNP25","Snrnp25"
"VWF","Vwf"
"FAM162B","Fam162b"
"VAPA","Vapa"
"TMEM115","Tmem115"
"NEUROG2","Neurog2"
"C11orf24","1810055G02Rik"
"SPN","Spn"
"SCRG1","Scrg1"
"TFG","Tfg"
"PTHLH","Pthlh"
"BTBD7","Btbd7"
"CNKSR2","Cnksr2"
"SF1","Sf1"
"MIR1224","Mir1224"
"PLEKHG5","Plekhg5"
"RNU6-1060P","Gm25401"
"MSH5","Msh5"
"TNXB","Tnxb"
"CUL5","Cul5"
"ADAD1","Adad1"
"CLYBL","Clybl"
"HNRNPUL2","Hnrnpul2"
"HNRNPUL2","Gm50139"
"ACRBP","Acrbp"
"PCDHB1","Pcdhb1"
"HLA-DOB","H2-Ob"
"OR4A5","Olfr1238"
"OR4A5","Olfr1246"
"OR4A5","Olfr1251"
"OR4A5","Olfr1253"
"ETFA","Etfa"
"OR1F1","Olfr161"
"COX6C","Cox6c"
"PRICKLE1","Prickle1"
"USP53","Usp53"
"CRTAM","Crtam"
"BICRA","Bicra"
"RAB4B","Rab4b"
"TXNDC12","Txndc12"
"NKX2-6","Nkx2-6"
"WNT8B","Wnt8b"
"CSF3","Csf3"
"EPYC","Epyc"
"DDX60","Ddx60"
"SLC16A10","Slc16a10"
"SIX1","Six1"
"SNAP91","Snap91"
"TSC1","Tsc1"
"RRH","Rrh"
"CDH26","Cdh26"
"AK8","Ak8"
"CASC3","Casc3"
"IRF4","Irf4"
"YWHAE","Ywhae"
"BHLHB9","Bhlhb9"
"NUDT5","Nudt5"
"SNORD73A","Snord73a"
"ARHGAP28","Arhgap28"
"GABPA","Gabpa"
"CLDN5","Cldn5"
"SPATA9","Spata9"
"NPVF","Npvf"
"GCA","Gca"
"CCT8","Cct8"
"CEP192","Cep192"
"FGF2","Fgf2"
"ZNF174","Zfp174"
"NUDT4","Nudt4"
"IGHV4OR15-8","Ighv3-1"
"IGHV4OR15-8","Ighv3-3"
"IGHV4OR15-8","Ighv3-4"
"IGHV4OR15-8","Ighv3-5"
"IGHV4OR15-8","Ighv3-6"
"IGHV4OR15-8","Ighv3-8"
"IGHV4OR15-8","Ighv12-3"
"POLI","Poli"
"DEFB107A","Defb13"
"WDR74","Wdr74"
"SLC38A8","Slc38a8"
"ARID1B","Arid1b"
"RPS27AP5","Rps27a"
"C9orf43","4933430I17Rik"
"TMEM231","Tmem231"
"SPC25","Spc25"
"GNAL","Gnal"
"KIRREL1","Kirrel"
"GPR119","Gpr119"
"TSC2","Tsc2"
"C2CD5","C2cd5"
"HEPACAM","Hepacam"
"SNORD99","Snord99"
"TWNK","Twnk"
"NCKAP5","Nckap5"
"SFXN3","Sfxn3"
"COPS7A","Cops7a"
"HSPA1L","Hspa1l"
"B3GAT3","B3gat3"
"MAST1","Mast1"
"DCHS1","Dchs1"
"FAM90A19P","Fam90a1a"
"VPS37C","Vps37c"
"RRM2B","Rrm2b"
"RNU6-649P","Gm22087"
"IP6K1","Ip6k1"
"DAW1","Daw1"
"GPR39","Gpr39"
"MRPS25","Mrps25"
"ST3GAL5","St3gal5"
"PSME4","Psme4"
"SYNPO2","Synpo2"
"GPT2","Gpt2"
"TPX2","Tpx2"
"CCDC18","Ccdc18"
"POU1F1","Pou1f1"
"ADGRG4","Adgrg4"
"RALBP1","Ralbp1"
"IGLV4-69","Iglv3"
"UBQLN2","Ubqln2"
"MBTPS2","Mbtps2"
"UNC79","Unc79"
"UBASH3B","Ubash3b"
"TMEM258","Tmem258"
"ERICH5","Erich5"
"ANGPT1","Angpt1"
"SPINK9","Spinkl"
"SPINK9","Spink11"
"SPINK9","Gm10542"
"PRPS1L1","Prps1l1"
"ARHGAP35","Arhgap35"
"IL6ST","Il6st"
"R3HDM2","R3hdm2"
"GABRR3","Gabrr3"
"LYL1","Lyl1"
"ZDHHC14","Zdhhc14"
"ZNF622","Zfp622"
"RNU6-706P","Gm25918"
"DNAH5","Dnah5"
"AFF1","Aff1"
"TMEM123","Tmem123"
"GAPT","Gapt"
"KIR2DL3","Kir3dl2"
"KIR2DL3","Kir3dl1"
"ATM","Atm"
"GPR143","Gpr143"
"MAP3K10","Map3k10"
"DNASE1L1","Dnase1l1"
"PDE6C","Pde6c"
"TMEM225","Tmem225"
"TIMM8A","Timm8a1"
"IER5","Ier5"
"SCNN1A","Scnn1a"
"C5orf46","Gm94"
"CDO1","Cdo1"
"C1orf185","4930522H14Rik"
"SLC9A3R2","Slc9a3r2"
"PRPF4B","Prpf4b"
"SLC35F5","Slc35f5"
"ZNF474","Zfp474"
"SLC35F4","Slc35f4"
"GAST","Gast"
"KDM2B","Kdm2b"
"STARD6","Stard6"
"NDUFAF2","Ndufaf2"
"RBM27","Rbm27"
"CSNKA2IP","Csnka2ip"
"SCAPER","Scaper"
"CREBBP","Crebbp"
"KBTBD8","Kbtbd8"
"ENO1","Eno1"
"ENO1","Eno1b"
"IGLV4-60","Iglv3"
"LYPD2","Lypd2"
"TCEAL5","Tceal6"
"TCEAL5","Tceal5"
"TCEAL5","Tceal3"
"SLC15A3","Slc15a3"
"PLP1","Plp1"
"CDH13","Cdh13"
"DNHD1","Dnhd1"
"SIGLEC15","Siglec15"
"SNUPN","Snupn"
"H2AC18","H2ac19"
"STK38L","Stk38l"
"MEIS3","Meis3"
"RNU4ATAC11P","Rnu4atac"
"PGAP3","Pgap3"
"INSIG2","Insig2"
"NUDT15","Nudt15"
"CKS2","Cks2"
"SDHAF2","Sdhaf2"
"SPI1","Spi1"
"KCNH7","Kcnh7"
"CPT1B","Cpt1b"
"CDC7","Cdc7"
"KRT19","Krt19"
"C12orf56","D930020B18Rik"
"KRTAP13-2","Krtap13-1"
"SRGAP1","Srgap1"
"ATPAF2","Atpaf2"
"RNU6-813P","Gm22503"
"SLC16A7","Slc16a7"
"EGLN2","Egln2"
"CRISPLD1","Crispld1"
"MST1R","Mst1r"
"PPFIBP2","Ppfibp2"
"SLC2A7","Slc2a7"
"PRKD2","Prkd2"
"DENND3","Dennd3"
"MIR186","Mir186"
"TMEM129","Tmem129"
"CTH","Cth"
"RFWD3","Rfwd3"
"KIF12","Kif12"
"PARD6G","Pard6g"
"MTA2","Mta2"
"TNC","Tnc"
"CHKB","Gm44502"
"CHKB","Chkb"
"TM2D3","Tm2d3"
"CTRB2","Ctrb1"
"ANKH","Ank"
"SNORD31B","Gm23246"
"NXF3","Nxf3"
"SSH2","Ssh2"
"CPT2","Cpt2"
"UROC1","Uroc1"
"CCDC88A","Ccdc88a"
"NPTX2","Nptx2"
"ZNF48","Zfp553"
"RPP25","Rpp25"
"ABCC5","Abcc5"
"CYP3A7","Cyp3a57"
"CYP3A7","Cyp3a16"
"CYP3A7","Cyp3a41b"
"CYP3A7","Cyp3a41a"
"CYP3A7","Cyp3a44"
"CYP3A7","Cyp3a11"
"CYP3A7","Cyp3a25"
"CYP3A7","Cyp3a59"
"TUBB2A","Tubb2a"
"MYLK2","Mylk2"
"NPRL3","Nprl3"
"GPR153","Gpr153"
"NFIL3","Nfil3"
"STEAP4","Steap4"
"VPS45","Vps45"
"SCAMP5","Scamp5"
"SNX9","Snx9"
"ZNF263","Zfp263"
"REV3L","Rev3l"
"EVI5","Evi5"
"SPCS1","Spcs1"
"MLKL","Mlkl"
"RNU1-45P","Gm23447"
"LCA5","Lca5"
"RNASEH2A","Rnaseh2a"
"PPP2R2B","Ppp2r2b"
"RPH3AL","Rph3al"
"FOLH1","Folh1"
"RPA2","Rpa2"
"MAML2","Maml2"
"MCM10","Mcm10"
"MTSS2","Mtss2"
"MAPRE1","Mapre1"
"YWHAZ","Ywhaz"
"GLRA3","Glra3"
"AP3S1","Ap3s1"
"CCDC184","Ccdc184"
"SERPINA9","Serpina9"
"MIR302C","Mir302c"
"PPFIBP1","Ppfibp1"
"CC2D2B","Cc2d2b"
"LGI1","Lgi1"
"GTPBP4","Gtpbp4"
"RN7SL617P","Gm22701"
"HUS1B","Hus1b"
"ATP5MGL","Gm5426"
"NOX4","Nox4"
"NUP50","1700123L14Rik"
"PCDHGA1","Pcdhga1"
"IGHV3-72","Ighv7-1"
"IGHV3-72","Ighv7-2"
"IGHV3-72","Ighv7-3"
"IGHV3-72","Ighv7-4"
"INCENP","Incenp"
"ETNK1","Etnk1"
"CDK8","Cdk8"
"USP5","Usp5"
"RAB3B","Rab3b"
"OGFR","Ogfr"
"SNORD22","Gm25487"
"KPNA7","Kpna7"
"STK32A","Stk32a"
"AP1G1","Ap1g1"
"DDIT3","Ddit3"
"CT45A6","Gm648"
"NUTM2B","Nutm2"
"ASCC3","Ascc3"
"PODN","Podn"
"SNORA38","Gm23442"
"TUBAL3","Tubal3"
"PLAGL2","Plagl2"
"NDUFA12","Ndufa12"
"GPC3","Gpc3"
"EEF1AKMT4","Eef1akmt4"
"FAM71E1","Fam71e1"
"SPATA7","Spata7"
"TNFRSF9","Tnfrsf9"
"VAMP3","Vamp3"
"YTHDC2","Ythdc2"
"C2orf66","Gm34066"
"FABP2","Fabp2"
"ITIH1","Itih1"
"STIMATE","Stimate"
"OR4X1","Olfr1268-ps1"
"CACNA1E","Cacna1e"
"OR13G1","Olfr309"
"IGHV3-15","Ighv7-1"
"IGHV3-15","Ighv7-2"
"IGHV3-15","Ighv7-3"
"IGHV3-15","Ighv7-4"
"COMMD7","Commd7"
"ZNF641","Zfp641"
"FAM219B","Fam219b"
"FGF18","Fgf18"
"PSMD2","Psmd2"
"IBSP","Ibsp"
"TCFL5","Tcfl5"
"VDR","Vdr"
"ADAMTSL4","Adamtsl4"
"ASF1B","Asf1b"
"IGFBP4","Igfbp4"
"TMEM185B","Tmem185b"
"CPNE8","Cpne8"
"IKZF3","Ikzf3"
"PRSS35","Prss35"
"ITGBL1","Itgbl1"
"BBS12","Bbs12"
"TIMM22","Timm22"
"PPP1R32","Ppp1r32"
"TMBIM4","Tmbim4"
"SKIV2L","Skiv2l"
"MYO6","Myo6"
"DOC2B","Doc2b"
"KCNIP1","Kcnip1"
"VEZT","Vezt"
"DEFB125","Defb26"
"JKAMP","4931417E11Rik"
"JKAMP","Jkamp"
"SERPINA5","Serpina5"
"DYNLRB2","Dynlrb2"
"DEFB103A","Defb14"
"GLUL","Glul"
"KLHL33","Klhl33"
"RCN2","Rcn2"
"IRAK1BP1","Irak1bp1"
"GINS2","Gins2"
"H1-7","H1f7"
"ADAM7","Adam7"
"PCDHGC3","Pcdhgc3"
"H2AC20","H2ac20"
"FAM90A16P","Fam90a1a"
"SH3D19","Sh3d19"
"DEFB115","Defb28"
"KRT25","Krt25"
"TYW3","Tyw3"
"NUDCD1","Nudcd1"
"PSPN","Pspn"
"PPP4R3A","Ppp4r3a"
"CWC15","Cwc15"
"FGFR4","Fgfr4"
"GRIK1","Grik1"
"ELMOD3","Elmod3"
"GPANK1","Gpank1"
"MSC","Msc"
"KRT28","Krt28"
"AIFM1","Aifm1"
"EIF4E1B","Eif4e1b"
"ANKRD55","Ankrd55"
"SERPINA3","Serpina3a"
"SERPINA3","Serpina3b"
"SERPINA3","Serpina3c"
"SERPINA3","Serpina3f"
"SERPINA3","Serpina3g"
"SERPINA3","Serpina3i"
"SERPINA3","Serpina3j"
"SERPINA3","Serpina3k"
